County,Office,Candidate,Party,District,Votes
,School Board Member,Patrick Pinkerton,Non Partisan,"EB District 1, EB District 2, EB District 3, EB District 4",2233
,School Board Member,Patrick Redman,Non Partisan,Mitchell Community Schools,2039
,School Board Member,Paul D Nicholls,Non Partisan,Rush,1417
,School Board Member,Paul R Broughton,Non Partisan,Crawford County,1474
,School Board Member,Peggy Daeger,Non Partisan,GREENWOOD COMMUNITY SCHOOL CORP,5794
,School Board Member,PEGGY JOYNER,Non Partisan,Vigo,11828
,School Board Member,Peter Christopher Koiner,Non Partisan,Bluffton-Harrison,972
,School Board Member,Peter J Lyon,Non Partisan,Madison,5632
,School Board Member,Phil Edwards,Non Partisan,MT. VERNON,3327
,School Board Member,Philip Burdine,Non Partisan,MSD OF NEW DURHAM TOWNSHIP,1683
,School Board Member,Phillip J. King,Non Partisan,NEW PRAIRIE UNITED SCHOOL CORPORATION,3047
,School Board Member,Preston D Kaehr,Non Partisan,Bluffton-Harrison,2724
,School Board Member,Rachel A Lawhorn,Non Partisan,SOUTH RIPLEY,2540
,School Board Member,Rachel L Reffett,Non Partisan,Westview,799
,School Board Member,Rachelle Johns,Non Partisan,Pike County School Corp,2378
,School Board Member,Randy Lee Wren,Non Partisan,RANDOLPH CENTER,2681
,School Board Member,Randy Polston,Non Partisan,Warsaw 4,1958
,School Board Member,Ray Gyori-Helmuth,Non Partisan,PLAINFIELD COMM SCHOOLS,4345
,School Board Member,Ray Villalobos Jr.,Non Partisan,BENTON COMMUNITY SCHOOL CORPORATION,4086
,School Board Member,Rebecca (Becky) Comoglio,Non Partisan,Lewis Cass Schools,2869
,School Board Member,Rebecca Humphrey,Non Partisan,SALEM COMM SCHOOLS,2202
,School Board Member,Rebecca Jo Gardenour,Non Partisan,Floyd,23833
,School Board Member,REBECCA MAGGART,Non Partisan,MSD SCHOOL DISTRICT,4688
,School Board Member,Rebecca P Groff,Non Partisan,Logansport SC,2981
,School Board Member,Regina K Rybolt,Non Partisan,LAWRENCEBURG COMM.,3610
,School Board Member,RENA MINDAS,Non Partisan,Whiting,944
,School Board Member,Renee L Cole,Non Partisan,Ohio,1957
,School Board Member,Renee Westover,Non Partisan,CENTERVILLE-ABINGTON COMMUNITY SCHOOLS,2330
,School Board Member,Rhonda M. Isch,Non Partisan,"AC SCHOOL BOARD SEAT 1, AC SCHOOL BOARD SEAT 2, AC SCHOOL BOARD SEAT 3, AC SCHOOL BOARD SEAT 4, AC SCHOOL BOARD SEAT 5, AC SCHOOL BOARD SEAT 6",1875
,School Board Member,Rich McPhee,Non Partisan,BAUGO COMMUNITY SCHOOL,1372
,School Board Member,Rich Shail,Non Partisan,NEW PRAIRIE UNITED SCHOOL CORPORATION,5051
,School Board Member,Richard (Buck) Evans,Non Partisan,SOUTH MADISON COMMUNITY SCHOOL CORP,5903
,School Board Member,RICHARD (RICK) E VOLBRECHT JR,Non Partisan,Highland,3442
,School Board Member,Richard (Rick) Lee,Non Partisan,Lewis Cass Schools,1523
,School Board Member,Richard Partezana,Non Partisan,COVINGTON COM. SCH. CORP.,1105
,School Board Member,RICK ALYEA,Non Partisan,Highland,3687
,School Board Member,Rick Nightingale,Non Partisan,NORTH POSEY,3685
,School Board Member,Rick Smeltzer,Non Partisan,SPENCER/OWEN,5425
,School Board Member,Rick Zollman,Non Partisan,Scott County Schools 2,3679
,School Board Member,Rob Daniels,Non Partisan,CENTER GROVE SCHOOL CORP,9703
,School Board Member,Rob McCormick,Non Partisan,WASHINGTON,3692
,School Board Member,ROBERT (BOB) KRAUSE,Non Partisan,Merrillville,9492
,School Board Member,Robert (Bob) Marcum,Non Partisan,"PRECINCT 01, PRECINCT 02, PRECINCT 03, PRECINCT 04, PRECINCT 05, PRECINCT 06, PRECINCT 07, PRECINCT 08, PRECINCT 09, PRECINCT 10, PRECINCT 11, PRECINCT 12, PRECINCT 13, PRECINCT 14, PRECINCT 15, PRECINCT 16, PRECINCT 17, PRECINCT 18, PRECINCT 19, PRE",3340
,School Board Member,Robert (Bob) Miller,Non Partisan,LAWRENCEBURG COMM.,4226
,School Board Member,Robert (Bob) Sherman Todd III,Non Partisan,WASHINGTON,325
,School Board Member,Robert (Bobby) Howard,Non Partisan,Warrick,6021
,School Board Member,Robert (Robbie) Williams,Non Partisan,CENTER GROVE SCHOOL CORP,3237
,School Board Member,Robert B Savage,Non Partisan,ELWOOD COMMUNITY SCHOOL CORP,2372
,School Board Member,ROBERT L. TICHY JR,Non Partisan,UNION TWS SC,4277
,School Board Member,Robert S Davis,Non Partisan,SUNMAN-DEARBORN COMM.,11441
,School Board Member,Robin L Clark,Non Partisan,CARMEL-CLAY,20533
,School Board Member,Robin L. Angermeier,Non Partisan,SOUTH GIBSON,4921
,School Board Member,Robin R Dove,Non Partisan,NORTH DAVIESS,1213
,School Board Member,Rodney Chamberlain,Non Partisan,Madison,11447
,School Board Member,Rodney McCormick,Non Partisan,MICHIGAN CITY AREA SCHOOLS,5683
,School Board Member,Roger H. Corley,Non Partisan,SOUTHEAST SCHOOL DISTRICT,604
,School Board Member,Roger L Weaver,Non Partisan,White River Valley School Corp.,391
,School Board Member,Ronald L Hession,Non Partisan,Lafayette School Corporation,3672
,School Board Member,ROSEMARIE SCOTT,Non Partisan,Vigo,9177
,School Board Member,Rosina T Metz,Non Partisan,EASTERN HANCOCK,724
,School Board Member,Ross A Grimes,Non Partisan,Monroe County Comm School Corp,23360
,School Board Member,Ruthie Lamar,Non Partisan,NETTLE CREEK SCHOOL CORPORATION,1746
,School Board Member,RYAN CHANDLER,Non Partisan,SEYMOUR SCHOOL CORP,7659
,School Board Member,Ryan Dashner,Non Partisan,WASHINGTON,2355
,School Board Member,Ryan David Hurd,Non Partisan,TWIN LAKES,2916
,School Board Member,Ryan E Corbett,Non Partisan,SOUTH NEWTON,324
,School Board Member,Ryan Keller,Non Partisan,Clay Community,1104
,School Board Member,Ryan Knowlton,Non Partisan,JOHN GLENN SCH CORP,2538
,School Board Member,Ryan Michael Donovan,Non Partisan,Franklin Township Schools,14843
,School Board Member,RYAN S MCCULLOUGH,Non Partisan,PENN-HARRIS-MADISON,11181
,School Board Member,Sadie Paige,Non Partisan,NORTH VERMILLION,1439
,School Board Member,Samantha G Hickel,Non Partisan,NORTH NEWTON,643
,School Board Member,Samantha Ison,Non Partisan,Bartholomew Consolidated,13915
,School Board Member,Samuel L Finnegan,Non Partisan,NORTH MIAMI,1829
,School Board Member,SAMUEL ROBERTS,Non Partisan,Lake Ridge,613
,School Board Member,Sandra Schraub,Non Partisan,NETTLE CREEK SCHOOL CORPORATION,1487
,School Board Member,Sara Schmidt,Non Partisan,GREATER JASPER CONSOLIDATED,6764
,School Board Member,Sarah E. Parks-Reese,Non Partisan,HAMILTON SOUTHEASTERN,27972
,School Board Member,Sasha C Henderson,Non Partisan,3,1443
,School Board Member,Scott A Haupert,Non Partisan,MSD,3827
,School Board Member,SCOTT BURDAN,Non Partisan,Hanover,4451
,School Board Member,Scott Butcher,Non Partisan,"C1, C2, C3, C4, C5",2517
,School Board Member,Scott Carmichael,Non Partisan,Eastern Greene School District,2088
,School Board Member,Scott E. Denton,Non Partisan,NORTH WHITE,1538
,School Board Member,Scott Groan,Non Partisan,Silver Creek School,5127
,School Board Member,Scott Hanson,Non Partisan,EASTERN PULASKI,1213
,School Board Member,Scott L Truelove,Non Partisan,EAST NOBLE,6814
,School Board Member,Scott M Rudicel,Non Partisan,CASTON SCHOOL CORPORATION,1547
,School Board Member,SCOTT S LUCAS,Non Partisan,HAMILTON SCHOOL DISTRICT - DIST 2,476
,School Board Member,Scott Setser,Non Partisan,CLARK PLEASANT SCHOOL CORP,59
,School Board Member,SCOTT SPENCER,Non Partisan,Munster,3320
,School Board Member,SCOTT THOMAS ANGEL,Non Partisan,Crown Point,8560
,School Board Member,Scott Wise,Non Partisan,WHITLEY COUNTY,4377
,School Board Member,Sean M Berns,Non Partisan,FRANKLIN COUNTY SCHOOL DISTRICT,433
,School Board Member,Sean Thomas,Non Partisan,Pioneer SC,588
,School Board Member,Serafina Salamo,Non Partisan,"MA District 1, MA District 2, MA District 3",4999
,School Board Member,Shad Roth,Non Partisan,MCS,1298
,School Board Member,Shaila Mulholland,Non Partisan,Lawrence Township Schools,28010
,School Board Member,Shana  Holmes-Linder,Non Partisan,"NORTH GIBSON 1, NORTH GIBSON 2, NORTH GIBSON 3",1389
,School Board Member,Shane A. Williams,Non Partisan,WASHINGTON,438
,School Board Member,Sharon C Abts,Non Partisan,Eastern Greene School District,1873
,School Board Member,Sharon E. Rothrock,Non Partisan,LANESVILLE SCHOOL CORP,1066
,School Board Member,Sharon K Grady,Non Partisan,MSD OF WARREN COUNTY,2727
,School Board Member,Shawn C Johnson,Non Partisan,WA-NEE COMMUNITY SCHOOL,2878
,School Board Member,Shawntel Baker,Non Partisan,NORTHEASTERN WAYNE SCHOOLS,1532
,School Board Member,Sheila Martin,Non Partisan,GREENWOOD COMMUNITY SCHOOL CORP,4327
,School Board Member,Shelley L Gould,Non Partisan,Lakeland,3282
,School Board Member,Sheryl D Dean,Non Partisan,Howard,2542
,School Board Member,Spencer James Geib,Non Partisan,TRI-COUNTY,1519
,School Board Member,Stacey Brazel,Non Partisan,"C1, C2, C3, C4, C5",2536
,School Board Member,STACIA L. TERPSTRA,Non Partisan,E PORTER,5789
,School Board Member,STACY D. KILLION,Non Partisan,Vigo,20254
,School Board Member,Stacy L Nielsen,Non Partisan,MT. VERNON,4431
,School Board Member,Stacy McDowell,Non Partisan,CONCORD COMMUNITY SCHOOL,3345
,School Board Member,Stan Hudson,Non Partisan,NORTH MIAMI,1852
,School Board Member,Stasi Benning,Non Partisan,MICHIGAN CITY AREA SCHOOLS,2776
,School Board Member,STEPHANIE BALL,Non Partisan,SCHOOL DISTRICT 4,2054
,School Board Member,Stephanie Campbell,Non Partisan,WHITKO COMMUNITY SCHOOL CORPORATION,2008
,School Board Member,Stephanie Hoel,Non Partisan,ELWOOD COMMUNITY SCHOOL CORP,2500
,School Board Member,Stephanie Lambert,Non Partisan,NOBLESVILLE,15212
,School Board Member,Stephanie LAOrange,Non Partisan,FRONTIER,1433
,School Board Member,Stephen E Steve Rausch,Non Partisan,EASTERN PULASKI,1401
,School Board Member,Steve Brock,Non Partisan,EASTERN HANCOCK,2132
,School Board Member,STEVE BUCKO,Non Partisan,River Forest,1047
,School Board Member,Steve Burton,Non Partisan,Mitchell Community Schools,2106
,School Board Member,Steve Corona,Non Partisan,"FORT WAYNE COMMUNITY 1, FORT WAYNE COMMUNITY 2, FORT WAYNE COMMUNITY 3, FORT WAYNE COMMUNITY 4, FORT WAYNE COMMUNITY 5",7943
,School Board Member,Steve Holm,Non Partisan,Plymouth Community School Corp,4437
,School Board Member,Steve Hoofer,Non Partisan,Pike Township Schools,13062
,School Board Member,Steve Nix,Non Partisan,NORTH HARRISON,1651
,School Board Member,Steve R Sickbert,Non Partisan,Rush,2177
,School Board Member,STEVE SONATY,Non Partisan,PORTAGE TWS SC,8297
,School Board Member,Steven D Mclaughlin,Non Partisan,CRAWFORDSVILLE SCHOOL CRP,2864
,School Board Member,Steven J. Ruoff,Non Partisan,NORTH HARRISON,961
,School Board Member,STEVEN KISSEL,Non Partisan,River Forest,1062
,School Board Member,Steven M Hamlett,Non Partisan,SOUTH DEARBORN COMM.,5337
,School Board Member,Steven M Screeton,Non Partisan,EAST ALLEN 4E,4318
,School Board Member,Steven P. Miller,Non Partisan,WHITLEY COUNTY,3214
,School Board Member,Steven Thompson,Non Partisan,Washington Township Schools,24310
,School Board Member,Sue A Keenan,Non Partisan,Lakeland,3463
,School Board Member,Susan E Albrecht,Non Partisan,CRAWFORDSVILLE SCHOOL CRP,3155
,School Board Member,Susan Fazekas,Non Partisan,MICHIGAN CITY AREA SCHOOLS,3016
,School Board Member,Susan W. Graves,Non Partisan,Wayne Township Schools,12250
,School Board Member,Suzanne Ginter,Non Partisan,Bremen Public Schools,2323
,School Board Member,Suzanne Thomas,Non Partisan,HAMILTON SOUTHEASTERN,29417
,School Board Member,Tami Bailey-Davis,Non Partisan,FRANKTON - LAPEL COMMUNITY SCHOOL,2493
,School Board Member,Tammy A Pearman,Non Partisan,COVINGTON COM. SCH. CORP.,1132
,School Board Member,Tanya M Burnette,Non Partisan,MADISON,3326
,School Board Member,TARA BEILKE,Non Partisan,Hanover,2894
,School Board Member,Tara M Wolf,Non Partisan,Beech Grove Schools,2421
,School Board Member,Tasha M Marshall,Non Partisan,"LCS Center, LCS Lebanon, LCS Perry, LCS Worth",2252
,School Board Member,Taylor V Powell,Non Partisan,COVINGTON COM. SCH. CORP.,455
,School Board Member,Taylor White,Non Partisan,EASTERN PULASKI,2235
,School Board Member,Ted Bitner,Non Partisan,Madison,5518
,School Board Member,Teresa Bottorff-Perkins,Non Partisan,Greater Clark County Schools,22331
,School Board Member,Teresa Cummings,Non Partisan,Clarksville Community School Corp,2044
,School Board Member,TERRY GAMBLIN,Non Partisan,Vanderburgh,28308
,School Board Member,Terry L Jones,Non Partisan,Scott County Schools 2,2883
,School Board Member,Terry Roudenbush,Non Partisan,Borden-Henryville School,1424
,School Board Member,Terry Tolle,Non Partisan,HAMILTON SOUTHEASTERN,18886
,School Board Member,Tessa Dawn Key,Non Partisan,NINEVEH HENSLEY JACKSON,2175
,School Board Member,Thomas (Tommy) Johns,Non Partisan,ALEXANDRIA COMMUNITY SCHOOL CORP,3069
,School Board Member,Thomas Burgett,Non Partisan,Nineveh,562
,School Board Member,THOMAS EHRLICH,Non Partisan,Whiting,796
,School Board Member,Thomas Joseph Mcatee  (TJ),Non Partisan,LOOGOOTEE,1238
,School Board Member,Thomas Keith Reberger,Non Partisan,Clay Community,1229
,School Board Member,Thomas M. Browne,Non Partisan,Knox,2654
,School Board Member,Thomas W. Rentschler,Non Partisan,WHITLEY COUNTY,8216
,School Board Member,Thomas Whitaker,Non Partisan,MILL CREEK,2938
,School Board Member,Tiana Williams Iruoje,Non Partisan,Monroe County Comm School Corp,23493
,School Board Member,Tiffany R FoX,Non Partisan,NORTH NEWTON,62
,School Board Member,Tim A Yoder,Non Partisan,CONCORD COMMUNITY SCHOOL,5033
,School Board Member,TIM ALLEN,Non Partisan,Huntington,1479
,School Board Member,Tim Bridges,Non Partisan,LANESVILLE SCHOOL CORP,1558
,School Board Member,Tim Helton,Non Partisan,"1 KEENER, 2 KANKAKEE, 3 WHEATFIELD, 4 WALKER, 5 NORTH UNION",6506
,School Board Member,Tim Johnson,Non Partisan,Lewis Cass Schools,1680
,School Board Member,Tim Koontz,Non Partisan,CONCORD COMMUNITY SCHOOL,5153
,School Board Member,Tim Mosbey,Non Partisan,Warrick,13528
,School Board Member,Tim White,Non Partisan,MACONAQUAH,3542
,School Board Member,Timothy A. Cummins,Non Partisan,Mooresville Consolidated School Corp District Harrison,581
,School Board Member,Timothy B Strasser,Non Partisan,D4,166
,School Board Member,Timothy Bentley,Non Partisan,2,374
,School Board Member,Timothy R Hedrick,Non Partisan,WASHINGTON,5139
,School Board Member,Timothy R. Edwards,Non Partisan,Perry Central,2232
,School Board Member,Tina Moore,Non Partisan,BLUE RIVER VALLEY SCHOOL,854
,School Board Member,Tina R Hardy,Non Partisan,SOUTHWESTERN,1034
,School Board Member,Tobey J Schwartz,Non Partisan,Westview,1217
,School Board Member,Todd A Patterson,Non Partisan,WESTERN WAYNE SCHOOLS,650
,School Board Member,Todd Allen Nash,Non Partisan,Norwell,5433
,School Board Member,Todd Buckmaster,Non Partisan,EAST ALLEN,16365
,School Board Member,Todd J Hochstetler,Non Partisan,BAUGO COMMUNITY SCHOOL,2105
,School Board Member,Todd M Fiechter,Non Partisan,Southern Wells,1572
,School Board Member,Todd Marshall,Non Partisan,SPRINGS VALLEY SCHOOL CORPORATION,1733
,School Board Member,Todd Nicholson,Non Partisan,"MA District 1, MA District 2, MA District 3",2886
,School Board Member,Tom Glick,Non Partisan,Bartholomew Consolidated,14253
,School Board Member,Tom Kennedy,Non Partisan,Monroe-Gregg School,1957
,School Board Member,Toni A Wilson,Non Partisan,Pike Township Schools,16668
,School Board Member,Toni Straight,Non Partisan,SALEM COMM SCHOOLS,466
,School Board Member,Tony Hall,Non Partisan,Greater Clark County Schools,8626
,School Board Member,Tony Oneal,Non Partisan,DEKALB CENTRAL,5152
,School Board Member,Tony Thomas,Non Partisan,Tell City - Troy,210
,School Board Member,Tory Murray,Non Partisan,PLAINFIELD COMM SCHOOLS,3428
,School Board Member,Tracey Horth Krueger,Non Partisan,Washington Township Schools,25235
,School Board Member,TRACY LEE HASKELL,Non Partisan,Hanover,3397
,School Board Member,TRAVIS A BECK,Non Partisan,SOUTHWESTERN SCHOOLS,915
,School Board Member,Travis E. Nolcox,Non Partisan,"NORTH GIBSON 1, NORTH GIBSON 2, NORTH GIBSON 3",2293
,School Board Member,Travis R Lambermont,Non Partisan,NORTH PUTNAM COM SCH,3154
,School Board Member,Travis Robinson,Non Partisan,"PRECINCT 21, PRECINCT 24, PRECINCT 25, PRECINCT 26, PRECINCT 29, PRECINCT 30, PRECINCT 36, PRECINCT 38",1771
,School Board Member,Trent Hunt,Non Partisan,RANDOLPH SOUTH,823
,School Board Member,Trent White,Non Partisan,Bluffton-Harrison,2065
,School Board Member,Trey HendrIx,Non Partisan,"LCS Center, LCS Lebanon, LCS Perry, LCS Worth",8581
,School Board Member,Troy (Ozzy) Spears Jr.,Non Partisan,SALEM COMM SCHOOLS,901
,School Board Member,Troy E Scott,Non Partisan,ECS A,5933
,School Board Member,Troy M Kaufman,Non Partisan,Blackford,3512
,School Board Member,Tucker King,Non Partisan,LAPORTE COMMUNITY SCHOOL CORPORATION,7635
,School Board Member,Ty R Sweeney,Non Partisan,SALEM COMM SCHOOLS,3064
,School Board Member,Tyler Bowling,Non Partisan,SOUTHEAST FOUNTAIN S. C.,1892
,School Board Member,Tyler Lanning,Non Partisan,"GARRETT,  KEYSER,  BUTLER",1482
,School Board Member,Tyler Rensberger,Non Partisan,FAIRFIELD COMMUNITY SCHOOL,3457
,School Board Member,Tyler Schuller,Non Partisan,CENTRAL NOBLE,2599
,School Board Member,V. Max Nickless,Non Partisan,North Knox Schools,17
,School Board Member,Valerie K Armstrong,Non Partisan,DEKALB CENTRAL,6896
,School Board Member,VANESSA MOORE,Non Partisan,E PORTER,3173
,School Board Member,VERNELLE LOCKRIDGE,Non Partisan,Union-North United School Corp,539
,School Board Member,Vernon S (Butch) Zike Jr.,Non Partisan,CLARK PLEASANT SCHOOL CORP,11811
,School Board Member,Vickie Rees,Non Partisan,SALEM,1145
,School Board Member,Vincent Oakley,Non Partisan,NORTH POSEY,2402
,School Board Member,Walter Miller,Non Partisan,Wayne Township Schools,6945
,School Board Member,Waylon Burke,Non Partisan,EASTERN PULASKI,615
,School Board Member,Wayne A Brinkman,Non Partisan,NORTH SPENCER COUNTY SCHOOL CORPORATION,4044
,School Board Member,WAYNE WITVOET,Non Partisan,Hanover,2221
,School Board Member,Wendy Mcintire,Non Partisan,Knox,1964
,School Board Member,Wendy Miller,Non Partisan,North Lawrence Community Schools,8732
,School Board Member,Wesley Wes Cowan,Non Partisan,Scott County Schools 2,878
,School Board Member,Weston M Rettinger,Non Partisan,TRITON SCHOOL CORPORATION,1804
,School Board Member,Whittney Loyd,Non Partisan,Bartholomew Consolidated,16232
,School Board Member,WILLIAM (BILL) SNIADECKI,Non Partisan,SCHOOL DISTRICT 3,6224
,School Board Member,William (Chris) Cunningham,Non Partisan,"MI District 1, MI District 2, MI District 3",1849
,School Board Member,William BJ Best,Non Partisan,Scott County Schools 2,2262
,School Board Member,William D Walther,Non Partisan,"1 KEENER, 2 KANKAKEE, 3 WHEATFIELD, 4 WALKER, 5 NORTH UNION",6107
,School Board Member,William E Wilson,Non Partisan,Linton Stockton School Corp,2225
